PLAYER_ID,player,pos,team,gp,g,a,p,soi,+/-
8480831,Alec Regula,D,Chicago Blackhawks,3,0,0,0,2228,-1
8476422,Mike Reilly,D,"Ottawa Senators,Boston Bruins",55,0,27,27,63615,5
8477933,Sam Reinhart,C,Buffalo Sabres,54,25,15,40,63306,-28
8480776,Sheldon Rempal,R,Carolina Hurricanes,3,0,0,0,1493,0
8479252,Dan Renouf,D,Colorado Avalanche,18,0,3,3,10977,-1
8479462,Tarmo Reunanen,D,New York Rangers,4,0,1,1,3186,1
8482179,Justin Richards,C,New York Rangers,1,0,1,1,611,1
8470755,Brad Richardson,R,Nashville Predators,17,1,3,4,12509,0
8476356,Tobias Rieder,L,Buffalo Sabres,44,5,2,7,32338,-9
8476853,Morgan Rielly,D,Toronto Maple Leafs,55,5,30,35,77921,11
8480945,Juuso Riikola,D,Pittsburgh Penguins,2,0,0,0,1371,0
8474736,Zac Rinaldo,C,Calgary Flames,4,0,0,0,1401,-1
8477499,Rasmus Ristolainen,D,Buffalo Sabres,49,4,14,18,65520,-18
8476439,Brett Ritchie,R,Calgary Flames,32,4,4,8,21836,-5
8477941,Nick Ritchie,L,Boston Bruins,56,15,11,26,51640,-7
8480027,Jason Robertson,L,Dallas Stars,51,17,28,45,51673,13
8481582,Nicholas Robertson,L,Toronto Maple Leafs,6,0,1,1,3394,1
8477210,Buddy Robinson,R,Calgary Flames,9,0,0,0,3854,0
8480762,Eric Robinson,L,Columbus Blue Jackets,56,8,10,18,41644,6
8478542,Evan Rodrigues,C,Pittsburgh Penguins,35,7,7,14,29620,-3
8481014,Alexander Romanov,D,Montréal Canadiens,54,1,5,6,55910,1
8479291,Kevin Rooney,C,New York Rangers,54,8,6,14,40026,0
8478458,Jack Roslovic,C,Columbus Blue Jackets,48,12,22,34,48679,-11
8474849,Antoine Roussel,L,Vancouver Canucks,35,1,3,4,24162,4
8477240,Carter Rowney,C,Anaheim Ducks,19,0,6,6,16282,-2
8478911,Matt Roy,D,Los Angeles Kings,44,2,8,10,50831,0
8478462,Nicolas Roy,C,Vegas Golden Knights,50,6,9,15,39052,9
8477244,Chad Ruhwedel,D,Pittsburgh Penguins,17,0,2,2,14987,3
8481626,Arttu Ruotsalainen,C,Buffalo Sabres,17,5,1,6,14261,-9
8471729,Kris Russell,D,Edmonton Oilers,35,0,9,9,38623,0
8479466,Patrick Russell,R,Edmonton Oilers,8,0,2,2,5107,0
8475810,Bryan Rust,R,Pittsburgh Penguins,56,22,20,42,66273,9
8480172,Jan Rutta,D,Tampa Bay Lightning,35,0,8,8,33668,12
8480008,Adam Ruzicka,C,Calgary Flames,3,0,1,1,1935,2
8471676,Bobby Ryan,R,Detroit Red Wings,33,7,7,14,30343,-14
8478585,Derek Ryan,C,Calgary Flames,43,2,11,13,30678,6
8477046,Joakim Ryan,D,Carolina Hurricanes,4,0,0,0,2604,-1
8480221,Drake Rymsha,C,Los Angeles Kings,1,0,0,0,796,1
8476438,Brandon Saad,L,Colorado Avalanche,44,15,9,24,37205,1
8477149,Scott Sabourin,R,Toronto Maple Leafs,1,0,0,0,269,0
8480807,Mattias Samuelsson,D,Buffalo Sabres,12,0,2,2,12982,-8
8480873,Rasmus Sandin,D,Toronto Maple Leafs,9,0,4,4,7917,6
8477482,Zach Sanford,L,St. Louis Blues,52,10,6,16,46458,-13
8477948,Travis Sanheim,D,Philadelphia Flyers,55,3,12,15,72225,-22
8477463,Steven Santini,D,St. Louis Blues,3,0,1,1,2521,1
8475233,David Savard,D,"Columbus Blue Jackets,Tampa Bay Lightning",54,1,5,6,64301,-27
8474579,Luca Sbisa,D,Nashville Predators,1,0,0,0,718,0
8474618,Marco Scandella,D,St. Louis Blues,49,3,6,9,58648,14
8474098,Colton Sceviour,R,Pittsburgh Penguins,46,5,5,10,26439,0
8476460,Mark Scheifele,C,Winnipeg Jets,56,21,42,63,70434,-4
8475170,Brayden Schenn,C,St. Louis Blues,56,16,20,36,64322,-2
8474568,Luke Schenn,D,Tampa Bay Lightning,38,2,2,4,24526,2
8477951,Nick Schmaltz,C,Arizona Coyotes,52,10,22,32,53219,-1
8477220,Nate Schmidt,D,Vancouver Canucks,54,5,10,15,65133,-7
8474602,Justin Schultz,D,Washington Capitals,46,3,24,27,52484,12
8475768,Jaden Schwartz,L,St. Louis Blues,40,8,13,21,42488,2
8475794,Tyler Seguin,C,Dallas Stars,3,2,0,2,3073,0
8471284,Andrej Sekera,D,Dallas Stars,46,3,2,5,43166,12
8478485,Zach Senyshyn,R,Boston Bruins,8,0,0,0,4853,-1
8479410,Mikhail Sergachev,D,Tampa Bay Lightning,56,4,26,30,73820,5
8476923,Damon Severson,D,New Jersey Devils,56,3,18,21,75548,-8
8475958,Michael Sgarbossa,C,Washington Capitals,5,0,2,2,2939,2
8481068,Yegor Sharangovich,C,New Jersey Devils,54,16,14,30,54456,-4
8474031,Kevin Shattenkirk,D,Anaheim Ducks,55,2,13,15,69978,-8
8476381,Andrew Shaw,R,Chicago Blackhawks,14,2,2,4,12693,-5
8475772,Riley Sheahan,C,Buffalo Sabres,53,4,9,13,42300,-8
8477839,Conor Sheary,L,Washington Capitals,53,14,8,22,43598,-1
8480748,Kiefer Sherwood,L,Colorado Avalanche,16,0,3,3,8445,2
8478949,Kole Sherwood,R,Columbus Blue Jackets,6,0,1,1,3727,-2
8476913,Devin Shore,C,Edmonton Oilers,38,5,4,9,24902,-4
8475213,Drew Shore,C,Carolina Hurricanes,4,0,0,0,2038,-1
8478399,Jonas Siegenthaler,D,"Washington Capitals,New Jersey Devils",15,0,0,0,14055,-9
8478106,Dylan Sikura,C,Vegas Golden Knights,6,2,0,2,3688,0
8475164,Jakob Silfverberg,R,Anaheim Ducks,47,8,8,16,47783,-17
8480160,Radim Simek,D,San Jose Sharks,40,2,4,6,34109,-9
8474190,Wayne Simmonds,R,Toronto Maple Leafs,38,7,2,9,27327,-3
8478866,Dominik Simon,C,Calgary Flames,11,0,0,0,6339,0
8476925,Colton Sissons,C,Nashville Predators,54,8,7,15,46501,2
8475784,Jeff Skinner,L,Buffalo Sabres,53,7,7,14,46177,-11
8476869,Brady Skjei,D,Carolina Hurricanes,52,3,7,10,64685,6
8476958,Jaccob Slavin,D,Carolina Hurricanes,52,3,12,15,71705,22
8474090,Brendan Smith,D,New York Rangers,48,5,5,10,47330,3
8480083,C.J. Smith,L,Buffalo Sabres,1,0,0,0,477,0
8482062,Cole Smith,L,Nashville Predators,1,0,0,0,357,0
8475225,Craig Smith,C,Boston Bruins,54,13,19,32,48195,21
8476966,Gemel Smith,C,Tampa Bay Lightning,5,0,3,3,3013,3
8479379,Givani Smith,R,Detroit Red Wings,16,1,3,4,10165,-5
8475191,Reilly Smith,R,Vegas Golden Knights,53,14,11,25,56822,10
8480883,Ty Smith,D,New Jersey Devils,48,2,21,23,57954,-9
8471262,Carl Soderberg,C,"Chicago Blackhawks,Colorado Avalanche",45,7,10,17,38915,-5
8481599,Victor Soderstrom,D,Arizona Coyotes,4,1,1,2,3914,4
8475834,Marcus Sorensen,L,San Jose Sharks,29,1,4,5,21036,-5
8477369,Carson Soucy,D,Minnesota Wild,50,1,16,17,45856,22
8469455,Jason Spezza,C,Toronto Maple Leafs,54,10,20,30,35735,3
8478466,Daniel Sprong,R,Washington Capitals,42,13,7,20,29405,7
8474716,Jared Spurgeon,D,Minnesota Wild,54,7,18,25,71566,-2
8470595,Eric Staal,C,"Buffalo Sabres,Montréal Canadiens",53,5,8,13,46811,-30
8473533,Jordan Staal,C,Carolina Hurricanes,53,16,22,38,58784,2
8471686,Marc Staal,D,Detroit Red Wings,56,3,7,10,61856,-5
8474564,Steven Stamkos,C,Tampa Bay Lightning,38,17,17,34,41650,4
8479378,Logan Stanley,D,Winnipeg Jets,37,1,3,4,29354,13
8471669,Paul Stastny,C,Winnipeg Jets,56,13,16,29,58496,-3
8479442,Troy Stecher,D,Detroit Red Wings,44,3,8,11,45714,-13
8479351,Sam Steel,C,Anaheim Ducks,42,6,6,12,36611,-7
8479546,Oskar Steen,C,Boston Bruins,3,0,0,0,2413,-1
8478831,Kevin Stenlund,C,Columbus Blue Jackets,32,5,5,10,24056,-4
8474613,Derek Stepan,C,Ottawa Senators,20,1,5,6,18077,-6
8478477,Mitchell Stephens,C,Tampa Bay Lightning,7,0,1,1,3977,-5
8476905,Chandler Stephenson,C,Vegas Golden Knights,51,14,21,35,55376,22
8479388,Riley Stillman,D,"Florida Panthers,Chicago Blackhawks",21,1,0,1,19359,5
8475913,Mark Stone,R,Vegas Golden Knights,55,21,40,61,62901,26
8474628,Michael Stone,D,Calgary Flames,21,2,2,4,20260,-1
8471873,Anton Stralman,D,Florida Panthers,38,3,6,9,43205,-1
8480467,Austin Strand,D,Los Angeles Kings,13,0,1,1,10803,2
8478440,Dylan Strome,C,Chicago Blackhawks,40,9,8,17,37232,-16
8476458,Ryan Strome,C,New York Rangers,56,14,35,49,61393,6
8480226,Marian Studenic,R,New Jersey Devils,8,1,1,2,5175,-2
8480021,Jack Studnicka,C,Boston Bruins,20,1,2,3,15300,-3
8481477,Nico Sturm,C,Minnesota Wild,50,11,6,17,32537,10
8482116,Tim Stützle,L,Ottawa Senators,53,12,17,29,50052,-18
8474056,P.K. Subban,D,New Jersey Devils,44,5,14,19,59027,-16
8476897,Oskar Sundqvist,C,St. Louis Blues,28,4,5,9,25459,-6
8480965,Antti Suomela,C,San Jose Sharks,4,0,0,0,2669,0
8480201,Maksim Sushko,R,Philadelphia Flyers,2,0,0,0,1147,-1
8480459,Pius Suter,C,Chicago Blackhawks,55,14,13,27,53901,-5
8470600,Ryan Suter,D,Minnesota Wild,56,3,16,19,74537,9
8474091,Brandon Sutter,C,Vancouver Canucks,43,9,3,12,38901,-9
8480018,Nick Suzuki,C,Montréal Canadiens,56,15,26,41,61090,-5
8480830,Andrei Svechnikov,R,Carolina Hurricanes,55,15,27,42,57879,1
8478431,Evgeny Svechnikov,R,Detroit Red Wings,21,3,5,8,14891,-3
8479293,Brandon Tanev,L,Pittsburgh Penguins,32,7,9,16,27716,12
8475690,Christopher Tanev,D,Calgary Flames,56,2,10,12,73016,15
8475765,Vladimir Tarasenko,R,St. Louis Blues,24,4,10,14,25085,-7
8475193,Tomas Tatar,L,Montréal Canadiens,50,10,20,30,44961,0
8475166,John Tavares,C,Toronto Maple Leafs,56,19,31,50,61142,12
8476807,Matt Tennyson,D,New Jersey Devils,21,1,2,3,18276,0
8476882,Teuvo Teravainen,L,Carolina Hurricanes,21,5,10,15,20716,5
8478873,Troy Terry,R,Anaheim Ducks,48,7,13,20,42333,-1
8480074,Alexandre Texier,C,Columbus Blue Jackets,49,4,11,15,46568,-13
8477447,Shea Theodore,D,Vegas Golden Knights,53,8,34,42,71697,28
8478049,Ben Thomas,D,Tampa Bay Lightning,5,0,0,0,4271,1
8480023,Robert Thomas,C,St. Louis Blues,33,3,9,12,26934,1
8470775,Nate Thompson,C,Winnipeg Jets,44,2,3,5,25569,4
8479420,Tage Thompson,R,Buffalo Sabres,38,8,6,14,31630,-6
8481740,Tyce Thompson,R,New Jersey Devils,7,0,1,1,3663,-3
8466138,Joe Thornton,C,Toronto Maple Leafs,44,5,15,20,36221,6
8476919,Chris Tierney,C,Ottawa Senators,55,6,13,19,49467,-12
8478857,Dmytro Timashov,L,New York Islanders,1,0,0,0,433,-2
8479982,Conor Timmins,D,Colorado Avalanche,31,0,7,7,25209,6
8475797,Jarred Tinordi,D,"Nashville Predators,Boston Bruins",21,0,1,1,21546,-6
8480015,Owen Tippett,R,Florida Panthers,45,7,11,18,30999,-5
8480801,Brady Tkachuk,L,Ottawa Senators,56,17,19,36,61252,-17
8479314,Matthew Tkachuk,L,Calgary Flames,56,16,27,43,61005,6
8478038,Devon Toews,D,Colorado Avalanche,53,9,22,31,78774,29
8475726,Tyler Toffoli,R,Montréal Canadiens,52,28,16,44,54674,0
8480009,Eeli Tolvanen,R,Nashville Predators,40,11,11,22,35537,-10
8476952,Dominic Toninato,C,Winnipeg Jets,2,0,1,1,1519,0
8478508,Yakov Trenin,C,Nashville Predators,45,5,6,11,31218,4
8476389,Vincent Trocheck,C,Carolina Hurricanes,47,17,26,43,51397,-3
8476885,Jacob Trouba,D,New York Rangers,38,2,10,12,49000,3
8480384,Alexander True,C,San Jose Sharks,7,0,1,1,4196,1
8477949,Alex Tuch,R,Vegas Golden Knights,55,18,15,33,55527,16
8474068,Kyle Turris,C,Edmonton Oilers,27,2,3,5,19957,-11
8479358,Carsen Twarynski,L,Philadelphia Flyers,7,0,0,0,3719,-3
8480001,Urho Vaakanainen,D,Boston Bruins,9,0,2,2,10215,-3
8479976,Juuso Valimaki,D,Calgary Flames,49,2,9,11,45369,-2
8474037,James van Riemsdyk,L,Philadelphia Flyers,56,17,26,43,55587,2
8477845,Trevor van Riemsdyk,D,Washington Capitals,20,1,2,3,20492,-1
8475222,Sami Vatanen,D,"New Jersey Devils,Dallas Stars",39,2,4,6,39816,3
8478366,Frank Vatrano,C,Florida Panthers,56,18,8,26,48775,8
8480813,Joe Veleno,C,Detroit Red Wings,5,1,0,1,4531,0
8477409,Carter Verhaeghe,C,Florida Panthers,43,18,18,36,45752,24
8480005,Kristian Vesalainen,L,Winnipeg Jets,12,0,1,1,6253,0
8476918,Jimmy Vesey,L,"Toronto Maple Leafs,Vancouver Canucks",50,5,5,10,38125,-14
8479705,Jeffrey Viel,L,San Jose Sharks,11,0,0,0,4797,-7
8480014,Gabriel Vilardi,C,Los Angeles Kings,54,10,13,23,47795,-8
8477937,Jake Virtanen,R,Vancouver Canucks,38,5,0,5,27936,-4
8471709,Marc-Edouard Vlasic,D,San Jose Sharks,51,1,5,6,53585,-8
8480186,Alexander Volkov,R,"Tampa Bay Lightning,Anaheim Ducks",37,7,6,13,25860,1
8474161,Jakub Voracek,R,Philadelphia Flyers,53,9,34,43,53796,-12
8477944,Jakub Vrana,L,"Washington Capitals,Detroit Red Wings",50,19,17,36,45021,10
8478455,Austin Wagner,L,Los Angeles Kings,44,4,4,8,27722,-14
8475780,Chris Wagner,R,Boston Bruins,41,2,3,5,28750,-9
8480789,Oliver Wahlstrom,R,New York Islanders,44,12,9,21,32699,2
8478069,Daniel Walcott,L,Tampa Bay Lightning,1,0,0,0,603,-1
8477573,Nathan Walker,L,St. Louis Blues,8,1,0,1,6479,-4
8480336,Sean Walker,D,Los Angeles Kings,47,5,13,18,51234,-13
8478027,Lucas Wallmark,C,"Chicago Blackhawks,Florida Panthers",20,0,3,3,13662,-4
8478013,Jake Walman,D,St. Louis Blues,24,1,1,2,20826,-7
8475766,Austin Watson,L,Ottawa Senators,34,3,7,10,24485,-7
8470642,Shea Weber,D,Montréal Canadiens,48,6,13,19,65376,-4
8474134,Yannick Weber,D,Pittsburgh Penguins,2,0,0,0,1358,-3
8477346,MacKenzie Weegar,D,Florida Panthers,54,6,30,36,71656,29
8476407,Andy Welinski,D,Anaheim Ducks,13,0,0,0,11720,4
8477505,Alex Wennberg,C,Florida Panthers,56,17,12,29,61041,6
8478460,Zach Werenski,D,Columbus Blue Jackets,35,7,13,20,51154,-9
8471218,Blake Wheeler,R,Winnipeg Jets,50,15,31,46,55022,-17
8478400,Colin White,C,Ottawa Senators,45,10,8,18,39666,-6
8478841,Colton White,D,New Jersey Devils,2,0,0,0,1712,-1
8480727,Zach Whitecloud,D,Vegas Golden Knights,51,2,10,12,54521,9
8476880,Tom Wilson,R,Washington Capitals,47,13,20,33,46638,1
8478846,Christian Wolanin,D,"Ottawa Senators,Los Angeles Kings",18,0,3,3,14331,-6
8477425,Miles Wood,L,New Jersey Devils,55,17,8,25,49418,-6
8479977,Kailer Yamamoto,R,Edmonton Oilers,52,8,13,21,51038,9
8471735,Keith Yandle,D,Florida Panthers,56,3,24,27,57932,-8
8481058,Jesse Ylonen,R,Montréal Canadiens,1,0,0,0,683,0
8481546,Cam York,D,Philadelphia Flyers,3,0,0,0,3561,-1
8478401,Pavel Zacha,C,New Jersey Devils,50,17,18,35,51465,-11
8480821,Filip Zadina,R,Detroit Red Wings,49,6,13,19,49409,-4
8477507,Nikita Zadorov,D,Chicago Blackhawks,55,1,7,8,63376,1
8479458,Nikita Zaitsev,D,Ottawa Senators,55,4,13,17,75042,-13
8471233,Travis Zajac,C,"New Jersey Devils,New York Islanders",46,8,12,20,45294,-1
8481178,Egor Zamula,D,Philadelphia Flyers,2,0,0,0,2048,1
8478415,Jakub Zboril,D,Boston Bruins,42,0,9,9,42973,0
8481533,Trevor Zegras,C,Anaheim Ducks,24,3,10,13,22172,6
8476459,Mika Zibanejad,C,New York Rangers,56,24,26,50,67537,2
8482241,Radim Zohorna,L,Pittsburgh Penguins,8,2,2,4,4334,4
8482245,Artem Zub,D,Ottawa Senators,47,3,11,14,51838,4
8475692,Mats Zuccarello,R,Minnesota Wild,42,11,24,35,42038,9
8475722,Jason Zucker,L,Pittsburgh Penguins,38,9,9,18,35768,-8
