PLAYER_ID,POS
8476870,C
8476772,R
8476525,D
8470171,C
8473546,L
8471392,D
8477493,C
8475760,C
8471245,C
8475736,L
8466285,D
8477932,D
8475790,D
8476456,L
8448208,R
8469638,L
8475179,D
8466141,G
8468001,C
8465185,D
8475755,D
8475204,C
8475191,R
8465978,L
8476389,C
8473607,G
8475147,C
8474596,G
8474145,D
8474152,G
8477300,D
8474588,R
8475177,D
8474573,R
8475234,G
8470187,D
8475231,C
8473504,R
8471362,C
8474612,D
8473579,L
8475181,D
8475314,L
8474709,L
8475754,C
8470144,C
8473449,R
8473565,D
8476458,C
8475166,C
8469623,D
8474134,D
8473972,G
8471664,L
8475206,D
8471331,C
8475883,G
8469598,D
8471699,C
8475155,D
8475764,D
8470612,C
8474176,L
8467423,C
8470616,C
8476854,D
8474034,L
8470621,R
8476483,L
8471390,C
8478137,L
8475164,R
8473485,R
8470886,D
8475222,D
8478559,G
8477237,G
8470854,L
8476448,C
8470147,G
8465009,D
8471306,G
8476931,D
8474040,C
8475462,D
8475795,D
8471385,D
8475766,L
8475663,G
8474089,C
8475769,C
8471219,G
8475816,R
8476430,R
8476300,D
8470140,G
8474098,R
8475869,D
8475195,G
8477937,R
8470105,R
8471418,G
8476312,D
8473499,G
8467331,D
8474019,D
8475361,G
8475292,R
8476431,D
8475810,R
8476386,L
8476975,C
8475310,L
8467407,R
8475770,R
8471710,D
8476905,C
8470920,R
8474597,D
8476934,L
8469490,R
8475780,R
8476888,C
8467351,C
8473563,C
8476886,D
8475227,D
8475622,G
8474168,C
8477215,D
8471794,L
8470860,G
8474066,D
8476331,D
8477958,R
8474727,R
8471774,G
8476994,L
8477510,L
8471856,C
8476440,C
8474061,R
8473560,D
8476235,R
8475762,D
8476889,C
8475311,G
8477293,G
8474516,C
8473658,D
8475868,D
8474577,C
8477249,C
8475759,D
8466393,R
8477202,G
8474000,D
8474230,L
8477509,D
8473523,G
8473571,D
8475831,G
8475613,D
8476999,G
8476323,L
8474765,G
8473722,L
8475278,C
8471761,D
8476427,R
8470609,R
8477356,G
8475747,D
8476467,D
8477902,R
8476289,D
8474683,C
8475299,G
8471222,D
8476336,R
8473562,C
8477488,D
8477715,C
8477498,D
8476477,L
8474673,D
8473553,G
8477213,L
8467329,C
8476539,C
8478528,C
8476867,C
8477934,C
8474038,L
8471733,L
8476400,R
8476979,D
8477451,R
8470611,C
8476428,R
8475775,L
8476883,G
8476447,R
8477448,C
8473614,G
8476435,C
8476913,C
8476043,C
8470274,L
8476384,R
8475253,L
8475175,L
8474586,R
8474616,C
8474074,D
8478366,C
8477006,C
8475192,L
8476960,C
8473415,D
8474138,L
8467899,R
8478561,L
8474593,G
8476545,R
8476925,C
8477922,C
8469619,D
8474850,L
8476917,D
8467514,C
8476906,D
8476955,L
8474688,D
8474682,G
8465058,D
8477941,L
8471663,R
8475060,D
8477445,C
8476819,C
8475414,L
8475194,D
8474567,D
8475717,G
8475757,R
8477923,L
8476414,R
8477467,D
8474743,D
8477326,R
8474722,R
8476981,R
8476958,D
8473550,D
8477413,R
8476434,G
8460542,C
8470644,R
8464977,C
8476393,C
8476945,G
8473992,D
8475749,L
8471311,C
8478541,L
8477424,G
8475461,L
8476915,L
8475153,D
8473431,C
8476343,G
8471760,C
8476388,D
8474660,D
8470775,C
8471862,C
8477589,L
8475808,C
8476858,L
8477901,L
8475661,L
8473584,D
8476989,D
8477929,C
8476948,L
8475161,R
8477010,C
8476352,L
8460720,L
8476904,G
8477846,C
8471348,D
8476914,G
8476869,D
8475260,C
8471811,C
8476302,D
8476826,C
8474192,R
8475295,R
8476478,D
8462196,D
8467334,C
8468478,D
8475671,R
8470230,L
8472365,R
8475917,R
8471185,L
8467977,R
8475178,R
8475598,D
8475223,R
8474100,L
8467344,D
8470617,C
8474594,D
8470063,R
8466158,D
8470378,D
8469591,C
8471236,D
8475148,D
8469622,L
8467545,R
8460626,D
8474519,D
8477070,C
8466160,L
8470176,L
8468518,R
8466140,C
8469485,C
8468501,D
8464956,D
8470666,L
8475214,L
8465951,L
8464975,C
8471718,C
8470699,D
8476779,D
8473514,L
8475681,G
8476244,D
8473534,C
8470654,C
8467917,D
8470152,C
8466378,R
8465166,R
8469473,C
8475119,C
8477887,C
8470302,R
8469476,D
8469531,D
8476195,C
8471682,R
8475209,R
8469548,G
8475797,D
8467396,L
8473700,D
8470647,R
8468064,R
8474646,L
8469664,R
8473589,D
8474001,L
8474094,R
8470289,C
8476839,G
8475150,R
8476495,C
8476844,G
8474497,D
8467988,L
8471767,C
8471251,G
8466142,D
8460705,G
8474576,L
8470729,D
8476179,C
8477410,C
8467346,L
8466339,G
8474135,D
8475980,C
8474130,R
8477059,R
8477227,R
8469457,C
8473404,G
8474535,C
8474717,D
8470054,D
8473536,C
8471482,D
8471241,D
8468598,D
8474793,C
8468482,L
8470189,L
8469542,L
8475154,R
8474606,D
8475842,C
8473542,L
8474873,D
8476341,G
8476207,C
8467391,G
8477214,D
8473647,D
8458951,D
8475739,L
8466149,R
8474048,D
8476209,R
8471299,C
8467332,D
8474095,C
8476410,L
8475162,D
8476214,L
8476482,R
8475733,C
8473942,C
8475274,D
8474164,D
8474137,L
8471388,R
8474772,D
8477234,G
8476451,L
8473911,R
8476443,D
8477228,C
8475266,C
8476479,C
8474659,D
8477126,C
8474008,C
8472394,D
8471266,L
8476798,D
8475203,D
8474025,L
8475996,C
8473682,C
8475958,C
8476536,C
8475752,C
8476293,C
8475680,G
8455710,G
8474638,D
8471474,C
8471636,L
8471840,L
8468524,G
8475826,R
8471326,L
8476884,D
8467972,G
8476944,L
8476469,R
8476339,C
8474690,G
8474202,G
8476227,R
8476439,R
8470839,D
8475735,C
8470662,C
8471748,D
8475567,D
8475321,C
8475878,C
8470867,R
8474610,C
8470018,L
8475213,C
8476992,G
8474591,G
8475723,R
8475774,D
8475252,G
8477913,L
8475254,C
8475839,G
8475619,L
8477455,L
8470719,C
8476549,R
8476158,L
8476799,D
8472424,L
8471879,D
8476162,D
8470093,G
8475896,L
8477084,G
8476363,R
8476876,G
8476147,L
8477851,D
8475159,L
8477486,L
8470798,D
8476868,C
8474603,C
8470714,D
8459670,D
8475309,R
8475767,C
8468540,G
8475294,D
8474609,C
8474748,D
8471916,L
8474113,D
8472368,R
8477244,D
8470065,C
8475732,D
8475224,C
8477942,L
8478376,R
8476166,D
8475729,D
8475342,D
8475781,G
8476474,R
8477092,G
8476426,D
8475243,C
8476397,D
8477127,D
8476316,G
8475734,L
8474184,D
8475829,D
8476452,D
8468778,R
8473921,D
8476464,D
8476394,D
8476429,D
8477839,L
8477289,D
8460496,L
8474674,C
8465914,D
8468095,R
8470085,D
8462129,C
8476941,D
8467365,D
8460621,R
8459444,R
8473558,C
8467463,R
8474551,L
8466182,D
8467925,R
8470816,L
8469467,R
8474681,C
8474201,L
8459442,C
8471208,L
8457981,R
8475789,G
8471514,C
8458537,L
8462044,G
8464981,D
8471743,C
8460703,G
8470309,D
8474498,C
8464966,D
8467881,L
8471700,R
8469820,C
8469732,G
8462041,R
8476205,C
8470153,C
8476805,L
8475190,L
8466215,D
8471719,L
8465202,D
8467428,R
8465025,R
8470232,C
8471768,L
8470216,G
8462047,G
8471220,L
8469992,D
8475248,D
8470156,R
8470713,L
8471842,L
8468484,D
8476304,L
8469514,G
8469460,D
8473908,R
8459140,G
8475118,D
8475640,D
8467931,D
8470685,D
8471323,L
8475283,L
8467831,C
8469626,D
8474582,R
8471996,C
8470268,D
8473932,C
8475889,R
8470280,L
8471450,R
8475648,D
8475264,C
8468101,D
8475423,R
8469752,L
8473712,L
8476433,G
8473927,C
8473953,D
8471851,R
8475183,C
8468114,D
8476206,C
8459628,D
8474077,R
8474707,D
8475332,D
8476827,D
8470366,C
8474604,D
8470123,R
8474059,L
8468162,C
8466309,D
8477082,D
8467336,L
8467910,D
8474005,D
8474012,C
8469483,C
8475275,D
8471280,R
8470310,D
8475720,G
8474611,D
8471680,C
8468745,D
8469798,D
8477446,R
8476899,G
8475815,D
8470596,R
8475845,L
8460492,D
8474030,R
8473600,R
8471832,C
8471428,R
8474754,G
8475198,C
8477201,L
8475602,C
8475824,G
8477666,C
8474601,D
8473638,G
8476765,L
8468485,L
8474598,C
8475196,R
8471708,C
8476445,C
8476319,G
8476846,G
8477814,D
8474855,G
8475844,L
8469569,G
8475296,R
8476367,L
8477836,L
8474939,C
8477847,L
8476411,D
8471352,C
8475637,R
8476522,C
8474837,D
8474236,L
8476086,R
8469779,C
8475303,G
8475771,G
8477816,L
8476450,D
8473505,C
8477832,R
8476763,G
8475833,C
8468172,L
8468520,D
8474892,L
8467353,C
8467412,L
8469581,C
8471670,L
8474024,C
8474518,D
8471246,L
8469755,R
8469474,R
8465200,D
8471701,D
8464967,C
8474666,L
8469454,L
8469765,D
8471683,D
8458938,D
8465012,D
8471234,L
8473416,D
8458529,R
8462225,D
8473526,C
8460535,G
8470283,C
8469812,R
8470137,D
8473610,D
8468434,C
8459687,C
8473569,L
8470273,D
8471859,L
8459053,D
8459492,L
8471807,C
8468695,C
8460719,L
8460577,R
8470672,D
8474705,C
8468636,D
8472370,D
8465042,D
8460561,D
8462077,C
8460712,G
8464994,L
8462147,G
8465050,C
8474719,C
8471402,L
8469534,D
8474649,D
8464999,G
8471705,D
8470774,D
8467478,D
8462152,G
8459457,R
8471186,G
8470192,D
8462535,L
8462033,D
8459514,R
8468481,G
8473484,L
8458590,R
8471521,R
8476834,C
8468660,L
8468038,G
8474121,C
8468534,D
8473944,R
8460704,G
8474032,D
8473568,R
8470704,R
8473734,R
8473414,G
8471314,D
8462052,G
8470265,D
8459454,L
8471433,G
8473525,D
8474049,R
8468704,R
8476288,L
8471752,D
8475304,C
8469685,C
8471216,D
8467580,D
8473616,R
8466398,R
8471712,G
8470061,D
8476849,C
8474554,L
8471409,R
8473867,C
8465122,D
8467543,C
8470777,L
8474035,L
8471451,C
8471321,D
8476835,L
8471853,L
8471312,R
8471912,L
8470896,L
8474844,L
8477243,C
8475395,D
8474615,R
8475893,C
8471810,D
8470804,D
8474629,D
8470697,C
8470329,D
8468463,L
8475372,C
8470603,L
8467439,D
8459424,D
8464979,L
8467844,L
8474139,C
8467466,R
8460504,L
8471386,L
8471714,D
8460743,L
8457063,D
8474566,L
8470618,R
8465210,D
8460806,G
8471634,R
8465192,C
8473608,C
8471741,D
8470299,C
8473999,R
8460465,R
8458525,R
8458541,D
8465059,R
8459429,C
8470687,R
8459596,L
8468927,D
8458637,D
8467453,G
8474195,L
8468166,G
8465005,D
8468515,L
8462036,C
8467943,L
8474050,L
8467304,D
8462161,G
8460541,R
8475431,G
8471229,C
8470649,C
8471668,C
8471279,D
8469152,G
8471697,R
8472355,C
8467579,L
8469480,D
8470294,L
8467913,G
8470905,D
8472379,C
8468086,L
8468213,D
8474634,C
8467408,D
8459461,C
8474552,L
8473493,C
8469516,D
8471694,L
8474057,G
8469684,D
8467878,C
8473913,D
8474046,D
8470301,C
8474143,L
8475603,C
8471978,D
8470780,D
8467915,D
8474575,D
8468224,L
8474045,C
8474771,G
8468887,C
8473592,R
8470678,D
8474149,R
8468881,L
8473459,D
8470661,L
8471846,D
8474631,D
8474163,D
8474153,R
8470737,L
8473898,C
8473511,C
8470005,C
8471689,C
8471483,C
8474042,C
8466181,L
8474029,D
8474729,G
8471268,R
8468510,L
8469582,L
8474587,R
8468789,C
8471261,L
8471419,R
8471730,C
8473539,D
8475679,C
8470580,R
8472361,R
8470986,C
8474500,L
8468584,R
8464984,C
8470615,C
8469120,L
8471365,C
8466371,C
8471868,L
8472262,D
8476243,G
8474693,R
8471941,R
8470074,G
8474220,R
8474128,C
8467335,C
8474670,R
8471885,C
8471187,D
8475104,D
8473456,R
8474146,R
8474383,R
8474691,L
8470838,C
8468499,C
8471822,G
8470700,R
8475219,L
8473501,D
8470636,C
8471821,R
8476211,C
8473444,C
8475097,G
8470708,R
8467928,D
8476225,L
8474607,C
8460612,G
8465056,C
8475102,C
8471228,R
8467959,G
8470988,D
8474585,D
8476803,G
8475173,R
8476224,D
8477931,L
8477447,D
8477460,C
8467964,C
8471756,D
8467361,C
8470597,R
8469464,L
8467937,C
8471310,C
8456283,D
8465170,R
8470648,L
8468577,D
8467519,D
8468506,C
8470741,L
8460556,L
8462176,D
8449645,C
8467856,D
8464962,D
8466144,D
8459587,C
8475105,R
8467511,G
8469461,G
8467393,L
8459640,R
8469472,D
8459427,C
8459004,D
8469647,L
8468500,L
8471413,D
8464957,R
8469672,L
8466145,D
8458568,G
8450725,R
8470072,R
8459462,D
8458943,L
8455919,C
8462093,L
8465024,L
8458361,C
8468846,D
8470620,L
8466216,C
8468252,R
8467927,D
8460502,R
8471628,C
8470634,D
8466035,L
8460567,R
8458543,D
8460562,C
8470578,D
8473580,D
8474730,D
8468432,C
8468599,D
8459579,G
8466392,C
8471692,D
8474531,D
8470996,D
8471508,D
8468502,D
8473605,L
8460555,D
8470809,R
8469505,D
8460503,D
8473997,L
8470656,D
8471429,D
8475677,L
8475087,C
8470680,C
8470136,D
8471238,C
8474002,D
8471863,C
8474085,L
8470203,L
8471011,D
8471399,L
8471753,C
8470623,D
8469584,C
8470086,D
8469675,G
8474657,C
8470113,R
8468626,L
8474762,L
8460533,C
8462118,C
8446485,C
8467502,R
8467906,R
8474114,R
8474557,D
8473532,G
8460527,C
8474488,G
8469670,R
8470800,G
8471324,L
8470651,C
8474154,R
8465113,R
8474592,C
8470705,C
8475950,C
8473488,L
8471411,C
8471728,L
8473931,D
8471265,R
8475156,G
8458520,C
8475641,D
8466212,R
8474194,G
8470321,L
8474063,D
8471368,R
8470605,R
8469564,D
8474731,C
8465026,R
8471696,D
8460580,D
8467436,D
8469681,L
8460661,D
8474222,D
8470263,G
8471848,D
8476208,D
8471786,D
8475990,D
8470787,D
8473611,D
8476368,D
8476444,G
8476200,R
8475832,R
8476422,D
8477453,D
8476412,G
8477076,R
8476902,D
8476471,C
8477914,G
8476897,C
8476401,C
8474698,D
8478562,D
8475857,D
8477473,R
8475756,L
8476894,L
8475836,C
8477426,L
8477033,D
8476875,D
8476415,C
8478999,G
8475949,L
8477831,G
8477506,D
8475786,L
8477939,R
8478373,R
8477953,R
8477903,R
8478585,C
8478569,C
8475782,D
8476326,R
8477504,D
8476910,R
8475730,D
8477642,D
8476379,D
8478866,C
8476953,D
8477511,R
8477997,D
8477416,R
8477015,R
8477512,C
8478029,C
8478584,D
8475809,G
8477810,D
8475343,C
8476370,L
8479268,D
8477392,R
8478567,D
8477566,L
8477947,L
8477427,R
8477433,D
8478004,D
8478963,D
8477210,R
8479293,L
8479292,G
8477450,C
8476766,L
8478542,C
8476309,G
8478430,D
8476890,D
8478401,C
8476505,C
8477425,L
8477463,D
8476409,C
8477527,L
8476857,L
8478483,R
8479318,C
8479458,D
8478055,D
8479482,D
8477353,C
8477951,C
8479314,L
8479344,R
8477476,L
8479410,D
8478443,D
8478046,L
8478460,D
8476303,D
8478512,C
8478906,D
8476918,L
8478463,L
8477402,L
8478010,C
8478843,C
8479483,D
8478480,C
8475597,R
8478398,L
8479339,L
8478427,C
8477482,L
8477466,R
8478491,D
8478439,R
8478500,D
8478445,C
8477989,C
8479345,D
8478474,L
8478469,D
8477180,G
8478440,C
8479648,L
8476924,R
8477491,R
8476310,C
8478493,C
8477919,C
8476966,C
8476390,C
8475413,C
8475876,G
8479442,D
8479250,R
8476988,D
8478131,R
8476374,C
8477478,L
8478099,R
8477479,L
8477950,D
8476619,R
8478421,L
8476922,C
8479465,C
8477404,L
8477945,D
8476982,C
8476425,C
8476932,G
8476873,C
8477944,L
8477961,C
8476511,C
8478425,D
8477320,L
8475436,L
8477971,D
8477225,G
8475982,D
8477943,L
8476416,D
8477312,G
8476891,D
8478414,R
8476911,C
8475324,D
8476219,C
8475263,C
8475210,R
8476285,C
8477986,D
8479115,G
8477454,L
8477973,C
8477957,R
8475841,D
8476399,C
8477968,G
8478851,D
8478432,R
8477009,D
8477484,G
8479290,C
8477964,C
8477240,C
8477949,R
8475834,L
8476983,D
8477417,L
8474092,G
8477960,C
8476986,G
8476866,L
8477003,R
8477091,D
8479291,C
8477456,L
8477959,R
8477461,L
8476877,D
8476391,C
8476418,D
8477458,L
8474018,L
8478027,C
8478073,D
8477401,C
8477041,D
8478031,D
8478444,R
8477380,C
8479252,D
8479343,R
8480081,D
8479370,C
8479969,C
8477881,C
8480083,L
8478431,R
8479423,L
8478400,C
8477346,D
8477502,L
8476526,L
8480087,R
8479249,R
8478458,C
8477452,D
8477480,G
8477034,D
8476903,G
8478506,D
8478417,C
8477391,C
8478371,R
8478495,R
8478397,D
8479496,G
8477462,D
8477520,C
8477465,G
8479325,D
8480158,D
8478407,D
8479420,R
8479977,R
8479974,C
8478075,L
8478498,L
8479376,D
8479755,D
8480078,C
8477021,C
8478842,D
8479366,C
8480172,D
8479337,L
8480113,L
8480147,D
8477073,D
8477948,D
8479400,L
8480002,C
8479407,L
8477355,D
8477938,D
8479511,L
8477573,L
8480157,D
8480029,L
8479613,R
8477359,D
8479398,D
8478868,D
8474131,R
8477043,D
8477046,D
8478104,L
8477474,D
8479316,C
8479650,C
8480015,R
8480039,C
8478499,G
8477428,R
8477962,L
8476861,G
8480082,C
8478488,C
8478020,C
8478268,R
8476322,C
8479193,G
8476509,G
8473440,D
8477541,D
8477981,D
8476971,C
8478211,L
8477583,C
8476020,C
8480263,G
8479304,C
8476952,C
8478365,L
8480164,L
8480143,D
8476329,C
8478476,D
8476407,D
8478447,R
8477529,C
8480144,C
8479968,C
8471301,G
8480222,D
8478233,L
8479206,C
8474667,G
8477399,L
8478408,D
8479553,C
8477936,L
8477994,C
8477471,D
8478965,G
8478176,D
8479066,L
8475718,D
8479312,G
8479944,L
8477337,D
8480145,D
8477472,D
8476372,D
8477969,D
8477990,G
8477449,L
8476617,R
8478067,L
8478454,D
8480382,G
8480163,D
8478519,C
8478451,D
8478146,C
8477341,L
8477987,C
8478846,D
8477634,D
8477085,D
8477998,L
8475328,C
8480072,C
8480153,C
8478413,L
8478873,R
8478063,L
8479999,C
8479404,C
8478106,C
8480420,G
8478874,C
8479138,G
8479595,D
8477967,G
8480009,R
8480761,D
8480330,R
8477369,D
8476283,C
8478915,D
8479580,C
8480727,D
8480771,D
8476396,C
8478462,C
8480762,L
8476330,G
8478011,D
8480829,C
8480944,C
8480943,D
8480012,C
8479346,C
8479976,D
8480031,L
8479351,C
8480748,L
8480965,C
8480839,D
8480830,R
8479395,D
8479992,C
8480161,D
8478036,C
8479425,D
8479353,C
8480035,D
8480946,C
8479320,D
8477366,C
8479385,C
8480023,C
8480005,L
8480036,D
8478449,L
8480326,C
8478844,C
8478455,L
8480803,D
8479439,D
8478472,R
8480950,D
8479994,C
8478078,C
8480801,L
8480806,C
8480945,D
8477996,C
8479657,L
8480955,D
8480776,R
8478056,C
8480001,D
8480336,D
8478442,C
8478468,D
8479315,R
8477979,R
8478881,L
8479644,R
8478399,D
8479416,D
8480948,D
8478416,D
8480112,G
8477361,G
8480208,R
8477365,D
8479945,D
8478415,D
8479466,R
8479372,D
8479016,G
8480780,C
8479364,L
8479402,D
8480935,D
8479415,C
8478891,C
8478409,C
8480160,D
8475277,G
8477357,R
8478856,R
8478047,L
8479447,R
8478452,D
8477963,C
8479394,G
8478406,G
8477343,D
8480925,G
8480954,C
8479675,C
8478038,D
8477435,D
8477405,G
8481186,R
8479970,C
8478870,L
8478136,D
8476907,L
8478831,C
8479324,D
8479368,L
8477384,D
8479414,R
8476278,C
8479365,C
8476927,C
8479294,G
8479772,C
8480022,G
8478465,D
8480769,C
8478949,R
8478911,D
8480901,C
8479026,D
8477680,R
8480821,R
8479388,D
8479333,D
8478470,G
8479330,C
8479336,R
8478841,D
8480073,D
8480314,R
8481426,L
8481433,L
8477972,D
8480341,C
8479411,L
8479514,C
8478840,D
8481425,D
8478109,L
8481442,D
8480800,D
8477865,D
8479371,D
8478502,D
8478916,G
8481479,D
8481477,C
8478485,R
8480074,C
8478017,D
8480068,C
8480363,G
8481486,D
8481481,C
8480069,D
8478839,C
8478882,D
8475291,R
8465028,L
8466232,L
8468427,D
8462060,R
8462823,C
8460507,C
8462117,G
8467491,C
8468090,D
8445550,D
8459574,R
8470058,D
8459094,R
8475381,C
8445735,C
8458519,D
8459122,C
8459547,R
8459246,L
8471263,R
8456464,R
8462045,D
8470631,C
8473385,D
8469658,G
8459001,L
8458172,D
8458229,L
8459426,L
8471457,L
8467355,L
8473924,D
8459433,D
8467357,R
8468113,D
8466292,L
8456887,L
8466202,R
8469488,D
8449895,R
8460770,D
8466300,R
8470625,C
8458517,D
8469543,R
8456966,C
8468568,D
8470225,R
8459450,R
8470101,D
8470608,C
8468786,L
8470170,D
8457261,L
8471736,L
8469575,D
8470899,L
8475130,G
8469477,D
8465161,G
8459024,R
8473975,G
8468503,C
8468517,L
8472338,D
8472215,R
8468707,L
8471738,C
8467343,D
8469509,D
8451224,D
8472263,L
8470223,C
8471336,R
8471290,L
8473438,D
8468523,L
8471747,R
8471895,D
8459308,G
8470575,D
8467583,D
8466260,L
8470671,C
8458536,C
8475085,C
8467882,C
8472248,C
8471972,R
8474177,L
8473510,D
8471221,L
8475128,D
8473582,D
8471829,C
8471223,D
8475086,C
8471188,D
8459443,D
8470876,L
8470004,R
8459064,C
8469666,R
8459534,R
8471396,D
8474708,G
8459648,R
8470970,C
8471764,R
8471671,D
8471372,C
8471327,D
8470820,G
8460500,D
8470584,G
8470064,R
8474436,L
